
Vendor	SKU	Preferred_Name	GeneName
Novus Biologicals	H00001163-B01P	Q9D108	CYGB
Novus Biologicals	H00001163-B01P	B2RZ99	CYGB
Novus Biologicals	H00001163-B01P	Q6DEL8	Cygb
Novus Biologicals	AF6968	P11912	NR5A2
Novus Biologicals	AF6968	M0QX61	NR5A2
Novus Biologicals	AF6968	P11911	NR5A2
Novus Biologicals	AF6968	F1MAC3	NR5A2
Novus Biologicals	AF6968	F8W525	Nr5a2
Novus Biologicals	AF6968	P11912-1	Nr5a2
Novus Biologicals	AF6968	P11912-2	Nr5a2
Novus Biologicals	NB110-55376H	Q5ZLN5	ELMOD3
Novus Biologicals	NB110-55376H	F1NBY1	ELMOD3
Novus Biologicals	NB110-55376H	Q13148	ELMOD3
Novus Biologicals	NB110-55376H	B1AKP7	ELMOD3
Novus Biologicals	NB110-55376H	G3V162	ELMOD3
Novus Biologicals	NB110-55376H	A0A0A0MSV7	ELMOD3
Novus Biologicals	NB110-55376H	K7ENM9	ELMOD3
Novus Biologicals	NB110-55376H	Q9H256	Elmod3
Novus Biologicals	NB110-55376H	A0A024R4E2	Elmod3
Novus Biologicals	NB110-55376H	A0A087WX29	Elmod3
Novus Biologicals	NB110-55376H	A0A087WZM1	Elmod3
Novus Biologicals	NB110-55376H	A0A087X260	Elmod3
